target_date,season,game_id,game_date,pitcher_id,pitcher_name,team,game_team,opponent,is_home,decision,games_started,innings,outs_recorded,batters_faced,at_bats_against,pitches_thrown,strikes,strikeouts,walks,intentional_walks,hits,doubles_allowed,triples_allowed,home_runs,runs,earned_runs,hit_batters,wild_pitches,wins,losses,saves,holds,era,whip,strikeout_rate_bf,walk_rate_bf,k_minus_bb_rate,home_runs_per_9,hits_per_9,walks_per_9,strikeouts_per_9,fip_component
2026-07-17,2026,823277,2026-07-09,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,0,,1,7.0,21,24.0,21.0,94.0,55.0,6.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,5.38,0.8571428571428571,0.25,0.125,0.125,1.2857142857142858,3.857142857142857,3.857142857142857,7.714285714285714,1.4285714285714286
2026-07-17,2026,825063,2026-07-04,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,Milwaukee Brewers,1,,1,5.0,15,25.0,23.0,92.0,57.0,6.0,2.0,0.0,8.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1,0,0,0,5.71,2.0,0.24,0.08,0.15999999999999998,1.8,14.4,3.6,10.8,1.4
2026-07-17,2026,822959,2026-06-28,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,Tampa Bay Rays,0,,1,6.0,18,27.0,24.0,93.0,64.0,3.0,2.0,0.0,8.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0,1,0,0,5.84,1.6666666666666667,0.1111111111111111,0.07407407407407407,0.037037037037037035,4.5,12.0,3.0,4.5,6.5
2026-07-17,2026,823040,2026-06-22,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,St. Louis Cardinals,0,,1,6.0,18,26.0,22.0,96.0,64.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0,1,0,0,5.71,1.6666666666666667,0.07692307692307693,0.11538461538461539,-0.038461538461538464,0.0,10.5,4.5,3.0,0.8333333333333334
2026-07-17,2026,825070,2026-06-16,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,Los Angeles Angels,1,,1,5.1,16,27.0,26.0,88.0,56.0,4.0,1.0,0.0,11.0,2.0,1.0,2.0,6.0,6.0,0.0,0.0,0,1,0,0,5.81,2.25,0.14814814814814814,0.037037037037037035,0.1111111111111111,3.375,18.5625,1.6875,6.75,3.9375
2026-07-17,2026,823855,2026-06-11,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,Miami Marlins,0,,1,6.0,18,23.0,20.0,74.0,48.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,1,0,0,5.46,1.0,0.043478260869565216,0.08695652173913043,-0.043478260869565216,0.0,6.0,3.0,1.5,0.6666666666666666
2026-07-17,2026,825073,2026-06-05,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,Washington Nationals,1,,1,5.0,15,25.0,21.0,85.0,51.0,4.0,3.0,0.0,6.0,1.0,0.0,3.0,7.0,7.0,1.0,0.0,0,1,0,0,5.71,1.8,0.16,0.12,0.04000000000000001,5.4,10.8,5.4,7.2,8.6
2026-07-17,2026,823133,2026-05-31,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,Seattle Mariners,0,,1,5.1,16,27.0,23.0,97.0,66.0,2.0,2.0,0.0,8.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0,0,0,0,5.06,1.875,0.07407407407407407,0.07407407407407407,0.0,3.375,13.5,3.375,3.375,5.8125
2026-07-17,2026,823219,2026-05-25,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,San Francisco Giants,0,,1,7.0,21,26.0,24.0,96.0,64.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1,0,0,0,5.25,0.8571428571428571,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,5.142857142857143,2.5714285714285716,5.142857142857143,-0.2857142857142857
2026-07-17,2026,825084,2026-05-20,518876,Merrill Kelly,Arizona Diamondbacks,Arizona Diamondbacks,San Francisco Giants,1,,1,6.0,18,26.0,26.0,85.0,56.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,1,0,0,0,5.71,1.3333333333333333,0.15384615384615385,0.0,0.15384615384615385,1.5,12.0,0.0,6.0,0.8333333333333334
