target_date,season,game_id,game_date,pitcher_id,pitcher_name,team,game_team,opponent,is_home,decision,games_started,innings,outs_recorded,batters_faced,at_bats_against,pitches_thrown,strikes,strikeouts,walks,intentional_walks,hits,doubles_allowed,triples_allowed,home_runs,runs,earned_runs,hit_batters,wild_pitches,wins,losses,saves,holds,era,whip,strikeout_rate_bf,walk_rate_bf,k_minus_bb_rate,home_runs_per_9,hits_per_9,walks_per_9,strikeouts_per_9,fip_component
2026-07-18,2026,824491,2026-07-12,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,Cincinnati Reds,0,,1,6.1,19,28.0,25.0,92.0,57.0,3.0,1.0,0.0,6.0,1.0,0.0,1.0,4.0,4.0,2.0,0.0,1,0,0,0,4.5,1.105263157894737,0.10714285714285714,0.03571428571428571,0.07142857142857142,1.4210526315789473,8.526315789473685,1.4210526315789473,4.2631578947368425,2.5263157894736845
2026-07-18,2026,824820,2026-07-07,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,Baltimore Orioles,0,,1,6.0,18,23.0,20.0,93.0,64.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,4.31,0.8333333333333334,0.30434782608695654,0.08695652173913043,0.2173913043478261,0.0,4.5,3.0,10.5,-0.8333333333333334
2026-07-18,2026,824661,2026-06-30,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,San Diego Padres,1,,1,5.0,15,24.0,23.0,76.0,49.0,2.0,0.0,0.0,8.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,1,0,0,0,5.08,1.6,0.08333333333333333,0.0,0.08333333333333333,3.6,14.4,0.0,3.6,5.0
2026-07-18,2026,823612,2026-06-25,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,New York Mets,0,,1,4.2,14,21.0,17.0,76.0,46.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5.02,1.7142857142857142,0.19047619047619047,0.19047619047619047,0.0,0.0,7.7142857142857135,7.7142857142857135,7.7142857142857135,0.8571428571428571
2026-07-18,2026,824687,2026-05-03,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,Arizona Diamondbacks,1,,1,6.0,18,22.0,21.0,94.0,65.0,5.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1,0,0,0,6.0,0.8333333333333334,0.22727272727272727,0.045454545454545456,0.18181818181818182,1.5,6.0,1.5,7.5,1.0
2026-07-18,2026,823311,2026-04-27,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,San Diego Padres,0,,1,4.0,12,22.0,20.0,91.0,56.0,4.0,2.0,0.0,8.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,0,0,7.0,2.5,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,18.0,4.5,9.0,-0.5
2026-07-18,2026,824688,2026-04-22,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,Philadelphia Phillies,1,,1,4.2,14,19.0,19.0,84.0,56.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,5.79,1.0714285714285714,0.2631578947368421,0.0,0.2631578947368421,0.0,9.642857142857142,0.0,9.642857142857142,-2.142857142857143
2026-07-18,2026,824698,2026-04-01,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,Los Angeles Angels,1,,1,5.2,17,20.0,18.0,98.0,64.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0,0,0,6.75,0.7058823529411764,0.5,0.1,0.4,0.0,3.176470588235294,3.176470588235294,15.88235294117647,-2.4705882352941173
2026-07-18,2026,824704,2026-03-26,571510,Matthew Boyd,Chicago Cubs,Chicago Cubs,Washington Nationals,1,,1,3.2,11,17.0,16.0,63.0,45.0,7.0,1.0,0.0,6.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,0,1,0,0,14.73,1.9090909090909092,0.4117647058823529,0.058823529411764705,0.3529411764705882,2.4545454545454546,14.727272727272728,2.4545454545454546,17.181818181818183,0.5454545454545455
2026-07-18,2026,823688,2026-06-26,608372,Tomoyuki Sugano,Colorado Rockies,Colorado Rockies,Minnesota Twins,0,,1,5.0,15,23.0,22.0,85.0,49.0,2.0,1.0,0.0,8.0,3.0,0.0,2.0,7.0,7.0,0.0,0.0,0,0,0,0,4.8,1.8,0.08695652173913043,0.043478260869565216,0.043478260869565216,3.6,14.4,1.8,3.6,5.0
2026-07-18,2026,824342,2026-06-20,608372,Tomoyuki Sugano,Colorado Rockies,Colorado Rockies,Pittsburgh Pirates,1,,1,6.0,18,22.0,22.0,85.0,58.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,4.31,0.6666666666666666,0.22727272727272727,0.0,0.22727272727272727,1.5,6.0,0.0,7.5,0.5
